id,catalogNumber,scientificName,longitude,latitude,scientificNameOriginal,rank,family,genus,species,subspecies,locality,coordinateUncertaintyInMetres,state,year,basisOfRecord,outlierForLayer,taxonIdentificationIssue,locationQuality,dataProvider
NA,SPJGI4984475,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,1999,NA,NA,NA,NA,BioNet
NA,SPJGI4984540,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI4984628,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,2011,NA,NA,NA,NA,BioNet
NA,SPJGI4984603,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI4984652,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,2012,NA,NA,NA,NA,BioNet
NA,SJJSI0621173,Calotis glandulosa,149.6992277,-35.5042491,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR, monitoring plot 2. Eucalyptus pauciflora open woodland with c. 5% Kunzea parviflora cover",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621171,Calotis glandulosa,149.6992451,-35.5035111,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR, monitoring plot 4. Eucalyptus pauciflora - E. viminalis open woodland, edge of encroaching Kunzea parviflora",NA,NA,2017,NA,NA,NA,NA,BioNet
648a33cc-e6e6-4085-8281-c8696825f99b,CANB 877659.1,Calotis glandulosa,149.6994,-35.5044,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Back Creek Travelling Stock Reserve, off Braidwood - Cooma Road, just N of Bendoura.",50,New South Wales,2014,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
69c53260-4c6e-4536-bb38-23dacc010bdc,CANB 877659.2,Calotis glandulosa,149.6994,-35.5044,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Back Creek Travelling Stock Reserve, off Braidwood - Cooma Road, just N of Bendoura.",50,New South Wales,2014,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
143e94da-465c-44cb-8f11-9e4047b672e1,NSW 817788,Calotis glandulosa,149.6994,-35.5044,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Back Creek Travelling Stock Reserve, off Braidwood - Cooma Road, just N of Bendoura.",50,New South Wales,2014,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,SPJGI4861121,Calotis glandulosa,149.6995345,-35.50457329,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) plot 2 LOCATION DETAILS: Back Creek TSR, plot 2, southern section",NA,NA,2004,NA,NA,NA,NA,BioNet
NA,SJJSI0621174,Calotis glandulosa,149.6995719,-35.5044024,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR, monitoring plot 1. c. 40% Kunzea parviflora cover with a grassy understorey",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SPJGI5006749,Calotis glandulosa,149.7501393,-35.47967047,NA,NA,Asteraceae,NA,NA,NA,"Gilberts Creek TSR (no. 1) western site LOCATION DETAILS: West side of road, opposite Gilberts Creek TSR",NA,NA,2008,NA,NA,NA,NA,BioNet
NA,SPJGI5006677,Calotis glandulosa,149.7545743,-35.48047058,NA,NA,Asteraceae,NA,NA,NA,"Gilberts Creek TSR (no. 1) south-eastern site LOCATION DETAILS: 6km South of Braidwood on Braidwood-Captains Flat Road, East of road",NA,NA,2008,NA,NA,NA,NA,BioNet
7028928b-9e90-411b-a941-67a8d952ebd2,WOLL 11036,Calotis glandulosa,150.1854926,-34.52668224,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"870m WNW Bretheren Pt, Canyonleigh.",NA,New South Wales,2001,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,SPJGI2537976,Calotis glandulosa,150.1854926,-34.52668224,NA,NA,Asteraceae,NA,NA,NA,870m WNW of Brethren Point in Belanglo State Forest,NA,NA,2001,NA,NA,NA,NA,BioNet
NA,SIXRI0919572,Calotis glandulosa,150.1854928,-34.5266822,NA,NA,Asteraceae,NA,NA,NA,"870m WNW Bretheren Pt, Canyonleigh",NA,NA,2001,NA,NA,NA,NA,BioNet
